id,web_name,full_name,team,team_short,pos,price,selected_by_percent,status,chance_next,news,total_points,form,points_per_game,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,ep_this,ep_next,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,penalties_order,corners_order,freekicks_order
8,Calafiori,Riccardo Calafiori,Arsenal,ARS,DEF,5.8,50.2,a,,,28,7.0,7.0,326,4,0,2,3,1,0,0,0,2,79,13,0.60,0.59,1.19,2.45,60.4,29.0,46.0,13.6,7.0,7.0,0,3,192838,52053,,,
415,Dorgu,Patrick Dorgu,Man Utd,MUN,MID,5.8,0.6,a,,,6,1.5,1.5,165,2,0,0,0,6,1,0,0,0,15,18,0.65,0.08,0.73,3.38,30.8,32.9,61.0,11.5,1.5,1.5,0,-2,2328,6202,,,
542,E.Le Fée,Enzo Le Fée,Sunderland,SUN,MID,5.8,3.8,a,,,13,3.2,3.2,348,4,1,0,1,4,0,0,0,1,57,18,2.06,0.82,2.88,5.64,54.8,64.5,80.0,20.1,3.2,3.2,0,-2,3942,60699,2,1,3
525,Fernandes,Mateus Fernandes,Spurs,TOT,MID,5.8,0.9,a,,,6,1.5,1.5,204,2,0,0,1,3,1,0,0,0,48,14,0.12,0.26,0.38,3.61,24.2,86.9,25.0,13.5,1.5,1.5,0,-2,1453,9673,,2,
160,Garnacho,Alejandro Garnacho Ferreyra,Aston Villa,AVL,MID,5.8,0.3,a,,,3,0.8,1.0,31,0,0,0,0,0,0,0,0,0,9,2,0.00,0.00,0.00,0.49,1.2,3.6,0.0,0.5,0.8,0.8,-1,-2,650,5362,,,
482,Hudson-Odoi,Callum Hudson-Odoi,Nott'm Forest,NFO,MID,5.8,0.2,a,100,,1,0.2,1.0,1,0,0,0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.0,0.3,0.0,0.0,0.2,0.2,-1,-2,1288,1859,,,4
491,Igor Jesus,Igor Jesus Maciel da Cruz,Nott'm Forest,NFO,FWD,5.8,2.7,a,,,11,2.8,2.8,226,2,1,0,0,3,1,0,0,2,49,12,1.09,0.07,1.16,2.57,51.4,31.5,86.0,16.9,2.8,2.8,-1,-2,39201,19997,4,,
17,Merino,Mikel Merino Zazón,Arsenal,ARS,MID,5.8,0.4,a,,,3,0.8,0.8,51,0,0,0,0,0,1,0,0,0,15,6,0.14,0.02,0.16,0.26,6.6,3.4,14.0,2.4,0.8,0.8,0,-2,1055,5119,,,
369,Ngumoha,Rio Ngumoha,Liverpool,LIV,MID,5.8,0.5,a,,,4,1.0,1.3,99,1,0,0,0,2,0,0,0,0,13,4,0.15,0.05,0.20,0.68,4.4,8.1,11.0,2.1,1.0,1.0,0,-2,1350,7712,,,
336,Okafor,Noah Okafor,Leeds,LEE,MID,5.8,0.4,a,,,15,3.8,3.8,224,3,1,0,2,1,0,0,0,1,65,13,0.15,0.26,0.41,1.69,59.2,39.9,37.0,13.6,3.8,3.8,-1,-2,10290,3226,,,
498,Senesi,Marcos Senesi Barón,Spurs,TOT,DEF,5.8,3.9,a,,,3,0.8,3.0,90,1,0,0,0,3,0,0,0,0,10,16,0.00,0.02,0.02,3.87,36.6,2.2,0.0,3.9,0.8,0.8,-1,-2,1907,51614,,,
526,Solanke,Dominic Solanke-Mitchell,Spurs,TOT,FWD,5.8,0.9,a,,,5,1.2,1.2,105,1,0,0,1,0,0,0,0,0,12,3,0.44,0.01,0.45,1.56,3.2,4.9,21.0,2.7,1.2,1.2,-1,-2,3524,9050,1,,
514,Tel,Mathys Tel,Spurs,TOT,MID,5.8,0.2,a,,,8,2.0,2.0,257,3,0,0,1,4,0,0,0,0,41,13,0.21,0.23,0.44,5.55,21.6,52.7,72.0,14.6,2.0,2.0,0,-2,577,3867,,5,4
43,Tielemans,Youri Tielemans,Man Utd,MUN,MID,5.8,1.6,a,100,,10,2.5,2.5,312,4,0,0,0,7,0,0,0,0,71,30,0.56,0.32,0.88,4.54,69.0,90.3,37.0,19.7,2.5,2.5,-1,-2,6393,17793,3,,
461,Touré,Bazoumana Touré,Newcastle,NEW,MID,5.8,0.1,a,,,7,1.8,3.5,34,0,1,0,0,1,0,0,0,0,27,2,0.28,0.01,0.29,0.16,36.6,5.3,21.0,6.3,1.8,1.8,0,-2,1069,1116,,,
490,Wood,Chris Wood,Nott'm Forest,NFO,FWD,5.8,1.0,a,,,3,0.8,1.0,45,0,0,0,0,1,0,0,0,0,9,1,0.12,0.01,0.13,0.49,0.2,2.5,3.0,0.4,0.8,0.8,-1,-2,3485,10868,2,,
431,Amad,Amad Diallo,Man Utd,MUN,MID,5.7,0.3,i,0,Unspecified injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,-1,-3,53,3954,,4,
124,Groß,Pascal Groß,Brighton,BHA,MID,5.7,19.7,a,,,33,8.2,8.2,360,4,2,3,2,5,2,0,0,6,119,21,1.66,0.61,2.27,7.04,152.6,185.7,68.0,40.3,8.2,8.2,1,2,417189,63596,1,1,1
391,Gvardiol,Joško Gvardiol,Man City,MCI,DEF,5.7,24.1,a,,,33,8.2,8.2,344,4,1,2,2,2,1,0,0,6,113,24,0.22,0.11,0.33,3.68,110.4,52.1,30.0,19.3,8.2,8.2,1,2,372725,27614,,,
565,M.Sangaré,Mamadou Sangaré,Brentford,BRE,MID,5.7,11.8,a,,,22,5.5,5.5,300,4,0,2,1,3,1,0,0,3,76,45,0.41,0.65,1.06,4.03,74.2,57.8,40.0,16.9,5.5,5.5,0,2,20737,135377,,,
249,Barry,Thierno Barry,Everton,EVE,FWD,5.6,6.8,a,,,14,3.5,3.5,327,4,1,0,2,3,0,0,0,2,55,12,2.98,0.14,3.12,3.58,51.4,59.7,180.0,29.1,3.5,3.5,0,1,108478,56683,1,,
350,A.Becker,Alisson Becker,Liverpool,LIV,GKP,5.5,3.9,a,,,19,4.8,4.8,360,4,0,0,2,4,1,0,12,3,66,0,0.00,0.00,0.00,5.33,76.8,0.0,0.0,7.7,4.8,4.8,0,0,15420,16400,,,
56,Abraham,Tammy Abraham,Aston Villa,AVL,FWD,5.5,0.2,a,100,,3,0.8,1.0,69,0,0,0,0,2,0,0,0,0,10,2,0.00,0.00,0.00,2.26,3.2,3.8,2.0,0.9,0.8,0.8,0,0,2154,2000,,,
639,Andrés,José María Andrés Baixauli,Brighton,BHA,MID,5.5,0.0,a,,,4,2.0,4.0,25,0,0,1,0,0,0,0,0,0,10,4,0.24,0.01,0.25,0.22,18.8,13.1,2.0,3.4,2.0,2.0,0,0,350,167,,,
492,Awoniyi,Taiwo Awoniyi,Coventry City,COV,FWD,5.5,0.5,s,0,Suspended until 19 Oct,3,0.8,0.8,232,3,0,0,0,7,0,1,0,0,11,11,1.30,0.04,1.34,3.55,13.6,46.2,78.0,13.6,0.8,0.0,0,0,529,13969,5,,
652,Azeez,Femi Azeez,Brighton,BHA,MID,5.5,0.0,d,75,Hamstring injury - 75% chance of playing,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,37,,,
485,Bakwa,Dilane Bakwa,Nott'm Forest,NFO,MID,5.5,0.0,u,0,Has joined Lille on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,46,,,
516,Bentancur,Rodrigo Bentancur,Spurs,TOT,MID,5.5,0.2,a,,,11,2.8,2.8,287,3,0,0,2,3,0,0,0,0,54,43,0.02,0.08,0.10,4.49,58.4,33.0,6.0,9.9,2.8,2.8,0,0,1252,1105,,,
264,Bobb,Oscar Bobb,Fulham,FUL,MID,5.5,0.3,a,,,10,2.5,2.5,273,4,0,0,2,6,0,0,0,0,47,22,0.32,1.05,1.37,5.07,38.0,115.0,69.0,22.2,2.5,2.5,0,0,1780,2760,,2,
616,Bouaddi,Ayyoub Bouaddi,Man City,MCI,MID,5.5,0.2,a,,,2,0.7,1.0,22,0,0,0,0,0,0,0,0,0,8,6,0.00,0.12,0.12,0.37,13.0,4.8,0.0,1.8,0.7,0.7,0,0,2272,3098,,,
230,Branthwaite,Jarrad Branthwaite,Everton,EVE,DEF,5.5,2.2,a,,,19,4.8,4.8,360,4,0,0,2,3,0,0,0,0,70,40,0.17,0.02,0.19,5.50,112.8,6.3,73.0,19.1,4.8,4.8,0,0,32043,9042,,,
373,C.Jones,Curtis Jones,Liverpool,LIV,MID,5.5,0.0,u,0,Has joined Internazionale permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,110,,,
143,Chalobah,Trevoh Chalobah,Chelsea,CHE,DEF,5.5,0.1,u,0,Has joined Como permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,563,,,
96,Damsgaard,Mikkel Damsgaard,Brentford,BRE,MID,5.5,0.4,a,,,13,3.2,3.2,197,2,0,1,1,1,0,0,0,3,59,21,0.13,0.45,0.58,2.36,34.2,95.0,37.0,16.6,3.2,3.2,0,0,958,5314,,2,3
167,Delap,Liam Delap,Nott'm Forest,NFO,FWD,5.5,1.8,a,,,8,2.0,2.7,187,2,1,0,1,2,1,0,0,0,40,9,0.76,0.14,0.90,1.95,35.0,43.5,50.0,12.8,2.0,2.0,0,0,92342,11929,3,,
384,Donnarumma,Gianluigi Donnarumma,Man City,MCI,GKP,5.5,7.7,a,,,17,4.2,4.2,360,4,0,0,2,2,0,0,10,0,75,0,0.00,0.00,0.00,3.68,81.0,0.0,0.0,8.2,4.2,4.2,0,0,34083,30653,,,
316,Emersonn,Emersonn Correia da Silva,Ipswich Town,IPS,FWD,5.5,2.8,a,100,,24,6.0,6.0,237,4,2,1,0,5,0,0,0,6,101,9,1.48,0.11,1.59,2.22,96.4,49.8,83.0,22.9,6.0,6.0,0,0,110883,17669,2,,
591,Enciso,Julio Enciso,Ipswich Town,IPS,MID,5.5,0.8,a,100,,13,3.2,3.2,340,4,0,2,0,10,1,0,0,0,72,26,0.92,0.84,1.76,6.71,55.8,62.7,75.0,19.4,3.2,3.2,0,0,5884,9999,,,
80,Enes Ünal,Enes Ünal,Bournemouth,BOU,FWD,5.5,0.0,u,0,Has joined Getafe permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,90,,,
315,Fatawu,Abdul Fatawu,Ipswich Town,IPS,MID,5.5,0.2,a,,,9,2.2,2.2,286,4,0,1,0,9,2,0,0,0,67,24,0.03,0.83,0.86,6.11,61.6,114.9,20.0,19.7,2.2,2.2,0,0,420,1802,,2,
640,Flemming,Zian Flemming,Ipswich Town,IPS,FWD,5.5,0.1,a,,,6,3.0,3.0,51,0,1,0,0,1,0,0,0,0,36,2,0.54,0.01,0.55,0.47,38.2,1.8,51.0,9.1,3.0,3.0,0,0,2952,822,,,
646,Fofana,Malick Fofana,Sunderland,SUN,MID,5.5,0.0,a,,,2,1.0,1.0,30,0,0,0,0,1,0,0,0,0,5,0,0.00,0.00,0.00,1.18,0.0,1.3,6.0,0.7,1.0,1.0,0,0,377,470,,,
23,Fábio Vieira,Fábio Ferreira Vieira,Arsenal,ARS,MID,5.5,0.0,u,0,Has joined Hamburger SV permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,71,,,
655,Gboho,Yann Gboho,Coventry City,COV,MID,5.5,0.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,2.0,2.0,0,0,86,29,,,
242,George,Tyrique George,Everton,EVE,MID,5.5,0.9,a,,,18,4.5,4.5,298,4,1,0,2,3,0,0,0,3,73,16,0.32,0.31,0.63,3.33,63.6,85.4,71.0,22.0,4.5,4.5,0,0,30477,7217,,,
54,Gomes,Joao Gomes,Aston Villa,AVL,MID,5.5,0.0,d,75,Calf injury - 75% chance of playing,-2,-0.5,-2.0,39,1,0,0,0,4,0,1,0,0,-2,7,0.00,0.01,0.01,2.58,1.0,11.0,0.0,1.2,0.0,-0.4,0,0,378,214,,,
42,Guessand,Evann Guessand,Crystal Palace,CRY,MID,5.5,0.0,a,,,2,0.5,1.0,54,0,0,0,0,1,0,0,0,0,6,2,0.03,0.03,0.06,0.34,5.4,2.1,7.0,1.5,0.5,0.5,0,0,243,603,,,
247,Hackney,Hayden Hackney,Everton,EVE,MID,5.5,0.2,a,100,,9,2.2,2.2,136,1,0,1,1,1,0,0,0,0,36,12,0.05,0.13,0.18,3.75,40.2,49.9,21.0,11.1,2.2,2.2,0,0,513,1398,,3,
60,Hill,James Hill,Bournemouth,BOU,DEF,5.5,0.8,a,,,8,2.0,2.0,360,4,0,0,0,7,1,0,0,0,28,35,0.00,0.77,0.77,5.30,76.0,64.2,6.0,14.6,2.0,2.0,0,0,2372,7500,,,
553,Isidor,Wilson Isidor,Sunderland,SUN,FWD,5.5,1.4,a,,,14,3.5,3.5,95,0,1,1,0,2,0,0,0,3,48,3,1.49,0.01,1.50,1.99,30.6,0.7,35.0,6.6,3.5,3.5,0,0,4954,17396,,,
268,King,Josh King,Fulham,FUL,MID,5.5,1.6,a,,,22,5.5,5.5,346,4,2,0,1,7,0,0,0,3,99,23,1.16,0.43,1.59,7.04,108.2,60.4,133.0,30.2,5.5,5.5,0,0,59248,16811,,,
138,Kostoulas,Charalampos Kostoulas,Brighton,BHA,FWD,5.5,0.8,a,,,18,4.5,4.5,278,3,1,2,1,5,0,0,0,1,65,23,1.17,0.05,1.22,6.78,47.6,27.8,89.0,16.3,4.5,4.5,0,0,34917,9246,,,
459,L.Miley,Lewis Miley,Newcastle,NEW,MID,5.5,0.1,a,100,,8,2.0,2.0,306,4,0,0,1,7,1,0,0,0,49,36,0.05,0.10,0.15,6.36,36.6,41.7,5.0,8.3,2.0,2.0,0,0,716,948,,5,
86,Lewis-Potter,Keane Lewis-Potter,Brentford,BRE,MID,5.5,1.9,a,,,19,4.8,4.8,326,4,1,1,1,4,0,0,0,3,70,29,1.06,0.78,1.84,4.99,94.6,94.2,49.0,23.7,4.8,4.8,0,0,4318,29387,,,1
7,Lewis-Skelly,Myles Lewis-Skelly,Arsenal,ARS,MID,5.5,0.6,a,,,9,2.2,2.2,271,4,0,0,2,1,0,0,0,0,37,14,0.16,0.23,0.39,1.02,21.6,40.2,16.0,7.0,2.2,2.2,0,0,2481,8081,,,
432,Mainoo,Kobbie Mainoo,Man Utd,MUN,MID,5.5,1.6,a,,,18,4.5,4.5,275,3,0,1,0,3,0,0,0,2,84,44,0.24,0.42,0.66,3.15,72.0,71.4,12.0,15.5,4.5,4.5,0,0,26059,9350,,,
486,McAtee,James McAtee,Nott'm Forest,NFO,MID,5.5,0.1,a,,,10,2.5,2.5,334,4,0,0,2,3,2,0,0,0,74,35,0.16,0.92,1.08,3.88,48.8,147.8,20.0,21.7,2.5,2.5,0,0,2244,1083,,1,
295,McBurnie,Oli McBurnie,Hull City,HUL,FWD,5.5,2.0,a,,,12,3.0,3.0,351,4,0,2,3,2,2,0,0,0,47,15,0.87,0.11,0.98,5.77,44.2,56.5,94.0,19.4,3.0,3.0,0,0,24435,18502,1,,
471,Milenković,Nikola Milenković,Nott'm Forest,NFO,DEF,5.5,1.3,i,0,Hamstring injury - Expected back 11 Oct,12,3.0,4.0,270,3,0,0,1,3,1,0,0,0,34,31,0.11,0.03,0.14,3.28,53.2,1.4,16.0,7.0,3.0,0.0,0,0,220,32574,,,
472,Murillo,Murillo Costa dos Santos,Nott'm Forest,NFO,DEF,5.5,2.0,a,100,,19,4.8,4.8,359,4,0,1,1,4,1,0,0,0,60,42,0.35,0.29,0.64,4.10,94.2,38.3,18.0,15.1,4.8,4.8,0,0,34194,6865,,,2
405,N.Gonzalez,Nico González Iglesias,Newcastle,NEW,MID,5.5,0.2,i,0,Concussion - Expected back 12 Oct,5,1.2,1.7,164,3,0,0,1,2,1,0,0,0,23,12,0.00,0.21,0.21,2.34,13.4,42.0,2.0,5.8,1.2,0.0,0,0,1092,4134,,,
483,Ndoye,Dan Ndoye,Nott'm Forest,NFO,MID,5.5,0.7,a,,,14,3.5,3.5,258,4,1,0,1,2,1,0,0,2,41,19,1.05,0.88,1.93,3.21,37.6,38.3,74.0,14.7,3.5,3.5,0,0,14376,7814,,,
24,Nelson,Reiss Nelson,Arsenal,ARS,MID,5.5,0.0,u,0,has departed the club as a free agent.,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,,,
224,Nketiah,Eddie Nketiah,Crystal Palace,CRY,FWD,5.5,0.6,d,75,Unspecified injury - 75% chance of playing,7,1.8,2.3,167,3,0,1,0,7,0,0,0,0,36,11,1.10,0.58,1.68,4.45,34.2,45.8,50.0,13.0,1.8,1.4,0,0,273,17183,,,
517,Odobert,Wilson Odobert,Spurs,TOT,MID,5.5,0.0,i,0,Knee injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,13,,,
647,Osorio,Darío Osorio,Crystal Palace,CRY,MID,5.5,0.0,a,,,1,0.5,1.0,1,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.13,2.0,0.3,0.0,0.2,0.5,0.5,0,0,62,113,,,
499,Pedro Porro,Pedro Porro Sauceda,Spurs,TOT,DEF,5.5,8.8,d,75,Unspecified injury - 75% chance of playing,8,2.0,4.0,180,2,0,0,1,2,0,0,0,1,29,8,0.36,0.16,0.52,1.64,22.6,43.7,27.0,9.3,1.5,1.5,0,0,1450,185514,,3,1
226,Pickford,Jordan Pickford,Everton,EVE,GKP,5.5,8.9,a,,,17,4.2,4.2,360,4,0,0,2,3,0,0,11,0,87,0,0.00,0.02,0.02,5.50,84.2,0.0,0.0,8.5,4.2,4.2,0,0,46905,29538,,,
390,Rúben,Rúben dos Santos Gato Alves Dias,Man City,MCI,DEF,5.5,1.9,a,,,16,4.0,4.0,360,4,0,0,2,2,0,0,0,0,79,22,0.09,0.74,0.83,3.68,89.4,47.0,39.0,17.5,4.0,4.0,0,0,14907,7833,,,
642,Thomas,Sorba Thomas,Hull City,HUL,MID,5.5,0.0,a,,,2,1.0,1.0,57,0,0,0,0,1,0,0,0,0,11,5,0.02,0.07,0.09,0.76,8.8,25.6,4.0,3.8,1.0,1.0,0,0,995,377,,,
61,Truffert,Adrien Truffert,Bournemouth,BOU,DEF,5.5,3.2,a,,,8,2.0,2.0,360,4,0,0,0,7,1,0,0,2,47,38,0.09,0.23,0.32,5.30,92.0,58.7,34.0,18.6,2.0,2.0,0,0,4356,22554,,,
210,Wharton,Adam Wharton,Crystal Palace,CRY,MID,5.5,0.8,a,100,,10,2.5,2.5,346,4,0,0,0,10,0,0,0,0,64,34,0.08,0.36,0.44,7.60,53.0,70.2,5.0,12.9,2.5,2.5,0,0,2084,8479,,2,
10,White,Benjamin White,Arsenal,ARS,DEF,5.5,6.1,d,75,Muscular injury - 75% chance of playing,21,5.2,5.2,315,4,0,1,2,1,0,0,0,3,78,18,0.18,0.29,0.47,1.15,69.6,53.0,29.0,15.2,5.2,3.9,0,0,17697,159585,,,
108,Wilson,Callum Wilson,Brentford,BRE,FWD,5.5,0.3,a,,,3,0.8,1.0,13,0,0,0,0,0,0,0,0,0,9,2,0.07,0.04,0.11,0.15,3.2,10.4,12.0,2.6,0.8,0.8,0,0,1109,4360,,,
544,Xhaka,Granit Xhaka,Sunderland,SUN,MID,5.5,3.9,a,,,19,4.8,4.8,360,4,0,1,1,5,2,0,0,5,91,46,0.06,0.94,1.00,5.84,69.0,153.8,3.0,22.6,4.8,4.8,0,0,10139,40005,,2,2
211,Yeremy,Yéremy Pino Santos,Crystal Palace,CRY,MID,5.5,0.4,a,,,12,3.0,3.0,226,3,0,2,0,6,0,0,0,0,60,21,0.36,0.40,0.76,5.67,20.8,85.8,23.0,13.0,3.0,3.0,0,0,1135,8213,,1,1
337,Aaronson,Brenden Aaronson,Leeds,LEE,MID,5.4,0.5,a,,,6,1.5,1.5,172,2,0,0,1,3,0,0,0,0,31,11,0.01,0.02,0.03,3.38,10.4,3.0,9.0,2.3,1.5,1.5,0,-1,622,5528,,,4
338,Ampadu,Ethan Ampadu,Leeds,LEE,MID,5.4,1.0,a,,,16,4.0,4.0,360,4,0,1,1,3,0,0,0,0,68,46,0.08,0.16,0.24,5.40,69.8,42.9,5.0,11.8,4.0,4.0,0,-1,3481,6892,,,
579,Araujo,Ronald Araujo,Liverpool,LIV,DEF,5.4,2.9,a,,,15,3.8,3.8,194,2,0,0,2,0,1,0,0,0,53,19,0.00,0.05,0.05,1.96,48.8,7.7,4.0,6.0,3.8,3.8,0,-1,29365,12133,,,
129,Ayari,Yasin Ayari,Brighton,BHA,MID,5.4,0.4,a,100,,12,3.0,4.0,243,3,1,0,2,1,1,0,0,0,64,14,0.59,0.10,0.69,4.01,50.4,36.6,51.0,13.4,3.0,3.0,0,-1,2558,2823,,4,2
44,Bailey,Leon Bailey,Aston Villa,AVL,MID,5.4,0.1,u,0,Has joined Olympiakos permanently,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,1254,,,
568,Barco,Valentín Barco,Chelsea,CHE,MID,5.4,0.1,a,,,1,0.2,0.5,29,0,0,0,0,1,1,0,0,0,8,3,0.04,0.09,0.13,0.61,1.6,2.9,6.0,0.9,0.2,0.2,-1,-1,359,1006,,,
520,Bergvall,Lucas Bergvall,Spurs,TOT,MID,5.4,0.1,a,,,2,0.5,1.0,72,1,0,0,0,2,0,0,0,0,10,12,0.06,0.26,0.32,2.14,8.0,9.9,9.0,2.3,0.5,0.5,0,-1,238,890,,,
248,Beto,Norberto Bercique Gomes Betuncal,Everton,EVE,FWD,5.4,0.7,u,0,Has joined Fiorentina permanently,2,0.5,1.0,31,0,0,0,0,0,0,0,0,0,5,1,0.09,0.00,0.09,1.92,3.0,0.3,5.0,0.8,0.0,0.0,0,-1,0,17430,,,
370,Chiesa,Federico Chiesa,Liverpool,LIV,MID,5.4,0.0,i,0,Back injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,15,516,,,
313,Clarke,Jack Clarke,Ipswich Town,IPS,MID,5.4,0.2,a,,,9,2.2,3.0,105,1,1,0,0,1,1,0,0,1,38,6,0.30,0.04,0.34,0.29,42.0,25.3,43.0,11.0,2.2,2.2,0,-1,357,1935,1,4,3
84,Collins,Nathan Collins,Brentford,BRE,DEF,5.4,1.1,i,0,Calf injury - Unknown return date,10,2.5,3.3,196,3,0,0,1,1,1,0,0,0,39,17,0.51,0.05,0.56,2.13,40.6,22.4,51.0,11.4,0.0,0.0,-1,-1,85,28044,,,
543,Diarra,Habib Diarra,Sunderland,SUN,MID,5.4,0.0,i,0,Hamstring injury - Unknown return date,5,1.2,2.5,28,0,0,1,0,1,0,0,0,0,18,0,0.03,0.16,0.19,0.12,15.6,10.9,2.0,2.9,0.0,0.0,0,-1,8,474,1,,
245,Dibling,Tyler Dibling,Everton,EVE,MID,5.4,0.0,a,,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,168,277,,,
581,Diomande,Ousmane Diomande,Nott'm Forest,NFO,DEF,5.4,0.5,a,,,5,1.2,2.5,91,1,0,0,0,1,0,0,0,0,13,14,0.11,0.00,0.11,0.82,24.6,0.4,11.0,3.6,1.2,1.2,0,-1,2660,2448,,,
383,Elliott,Harvey Elliott,Liverpool,LIV,MID,5.4,0.0,u,0,Has joined Valencia on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,466,,,
357,Frimpong,Jeremie Frimpong,Liverpool,LIV,DEF,5.4,2.0,a,,,2,0.5,0.7,178,2,0,0,0,4,1,0,0,0,24,12,0.01,0.23,0.24,3.91,39.4,76.5,16.0,13.2,0.5,0.5,0,-1,2308,29539,,,
519,Gallagher,Conor Gallagher,Spurs,TOT,MID,5.4,0.2,a,,,3,0.8,1.5,128,2,0,0,1,2,1,0,0,0,24,14,0.02,0.12,0.14,2.58,10.2,9.9,3.0,2.2,0.8,0.8,0,-1,402,1858,,,
125,Georginio,Georginio Rutter,Brighton,BHA,FWD,5.4,0.5,a,100,,5,1.2,5.0,90,1,0,1,1,0,0,0,0,0,22,7,0.08,0.44,0.52,0.29,19.8,11.4,15.0,4.6,0.9,1.2,0,-1,1297,8675,,,
584,Hamer,Gustavo Hamer,Coventry City,COV,MID,5.4,0.1,a,,,3,0.8,1.0,32,0,0,0,0,1,0,0,0,0,6,3,0.00,0.02,0.02,0.82,0.6,1.8,0.0,0.3,0.8,0.8,0,-1,54,667,,4,
484,Hutchinson,Omari Hutchinson,Nott'm Forest,NFO,MID,5.4,0.1,u,0,Has joined AC Milan on loan for the rest of the season,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,791,,,
261,Iwobi,Alex Iwobi,Fulham,FUL,MID,5.4,0.7,a,,,9,2.2,2.2,338,4,0,0,1,7,0,0,0,0,67,22,0.20,0.81,1.01,7.04,39.6,104.2,23.0,16.7,2.2,2.2,0,-1,2107,6470,3,1,1
142,James,Reece James,Chelsea,CHE,DEF,5.4,7.1,a,,,3,0.8,0.8,292,3,0,0,0,7,1,0,0,0,24,13,0.33,0.26,0.59,4.90,56.2,42.6,49.0,14.8,0.8,0.8,0,-1,15270,79759,,1,1
97,Jensen,Mathias Jensen,Brentford,BRE,MID,5.4,0.1,i,0,Unspecified injury - Expected back 10 Oct,6,1.5,6.0,66,1,0,1,1,0,0,0,0,0,22,5,0.08,0.34,0.42,0.47,12.6,46.2,13.0,7.2,0.0,0.0,0,-1,11,1222,3,1,2
458,Joelinton,Joelinton Cássio Apolinário de Lira,Newcastle,NEW,MID,5.4,0.0,i,0,Unspecified injury - Unknown return date,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,35,142,,,
493,Kalimuendo,Arnaud Kalimuendo,Nott'm Forest,NFO,FWD,5.4,0.1,a,,,1,0.2,1.0,1,0,0,0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.2,0.2,0,-1,377,608,,,
358,Kerkez,Milos Kerkez,Liverpool,LIV,DEF,5.4,2.4,a,,,7,1.8,1.8,295,3,0,0,1,4,2,0,0,0,41,23,0.02,0.07,0.09,4.86,65.6,45.0,12.0,12.3,1.8,1.8,0,-1,2012,30090,,,
